Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Bruno Gomes;Coritiba;Coritiba;RCMF, LDMF, RDMF;21;2500000;2025-12-31;10;872;0;0,41;0;0,05;17,96;51,15;Brazil;Brazil;direito;175;70;sim;8,15;7,12;47,83;1,03;60;0,31;0,36;0,72;4,44;5,14;1,55;1;0,1;0;0;1,24;0;0;0;0,04;0;0;8;0,83;0;0;0;0,31;0;0,21;0;0,1;0;0;2,68;46,15;7,53;52,05;0,83;1,75;0,21;27,04;0,21;2,79;35,4;86,59;11,66;75,22;5,37;96,15;11,87;91,3;31,48;90,16;3,61;62,86;17,15;33,82;0;0,31;0;0,1;0,31;0;0;6,5;71,43;1,75;52,94;0,72;28,57;0,83;0;5,26;64,71;0;;0;;0;0;0;0;;;0;;;0,1;0;0;0,31;0;0
M. Zárate;Platense;Platense;CF;35;500000;2022-12-31;12;870;1;1,45;0;1,35;23,79;37,83;Argentina;Argentina, Chile;direito;175;77;sim;3,21;5,38;46,15;1,45;21,43;0,21;0,28;0;0,52;0,69;1,76;2;0,21;0;0;4,55;0,1;1;0,1;0,15;0;0;21;2,17;28,57;4,762;0;1,03;30;0,62;33,33;0,41;25;0;5,48;62,26;13,24;40,63;2,07;2,38;0,72;24;1,14;1,45;33,31;84,78;8,59;80,72;6,1;96,61;10,34;88;30,52;88,47;1,76;52,94;15,92;19,19;0,14;1,76;0,21;0;0,52;40;0,31;4,24;82,93;1,97;57,89;0,83;25;0,72;0,31;4,55;79,55;0;;0;;0;0;0;0;;;0;;;1,14;0,31;33,33;2,28;0;0
Éder;São Paulo;São Paulo;CF, AMF;35;250000;2022-12-31;26;866;3;1,61;0;0,22;18,5;36,52;Brazil;Brazil, Italy;direito;177;74;sim;2,6;3,01;58,62;4,05;33,33;0,31;0,45;0,1;0,52;0,75;1,35;5;0,52;0;0;1,56;0,31;2;0,21;0,17;2;0,21;13;1,35;30,77;23,077;0;1,25;41,67;0,42;0;0,83;62,5;0,1;1,45;42,86;6,24;31,67;2,29;0,94;0,52;8,94;1,14;1,14;13,61;77,86;1,77;76,47;4,88;93,62;4,36;73,81;11,85;82,46;0,62;66,67;15,45;10,69;0,02;0,31;0,1;0,21;0,21;0;0,1;0,83;75;1,45;64,29;0,31;0;0,62;0,31;1,56;80;0;;0;;0;0;0;0;;;0;;;0,31;0,21;0;0;1;100
Nathan;Fluminense;Fluminense;AMF, LW, RAMF;26;2500000;2024-06-30;23;866;2;1,44;3;0,95;17,77;45,61;Brazil;Brazil;direito;177;73;sim;6,13;5,09;63,27;2,18;42,86;0;0;0,1;2,91;4,97;1,14;3;0,31;0;0;4,05;0,21;2;0,21;0,15;1;0,1;25;2,6;32;8;0,31;2,81;48,15;0,94;33,33;1,87;55,56;0;3,43;48,48;7,79;36;1,35;2,08;0,52;32,63;1,45;1,25;40,84;83,46;10,81;76,92;9,67;94,62;11,12;78,5;37;87,64;1,14;36,36;16,37;18,79;0,1;1,14;0;0,1;0,52;40;0,73;4,16;77,5;3,95;57,89;0,62;16,67;1,25;1,25;5,51;73,58;0;;0;;0;0;0;0;;;0,21;;;0,83;0,42;50;2,49;0;0
Victor Hugo;Flamengo U20;Flamengo U20;RCMF, LCMF, AMF;18;0;;15;861;2;2,1;2;1,69;17,77;52,94;Brazil;Brazil;esquerdo;0;0;sim;7,63;5,23;78;3,34;31,25;0,1;0,16;0,21;3,45;5,13;0,42;0;0;0;0;2,4;0,21;2;0,21;0,22;1;0,1;13;1,36;38,46;15,385;0,21;1,25;8,33;0,63;0;0,52;0;0,21;2,4;69,57;7,11;48,53;1,78;2,2;1,25;25,09;0,42;1,05;32,82;86,94;8,47;80,25;6,79;90,77;12,13;93,1;29,69;90,14;1,88;88,89;18,94;22,63;0,18;1,05;0,1;0;0,31;33,33;0,52;6,17;86,44;1,67;50;0,52;40;0,94;0,1;4,18;77,5;0;;0;;0;0;0;0;;;0,1;;;0;0;0;0;0;0
J. Hurtado;Red Bull Bragantino;Red Bull Bragantino;CF;22;4500000;2026-12-31;22;852;1;3;1;0,84;28,2;29,96;Venezuela;Venezuela, Colombia;direito;183;71;sim;4,23;5,18;46,94;5,28;28;0,32;0,48;0,11;1,48;2,25;3,06;1;0,11;0;0;1,69;0,11;1;0,11;0,32;1;0,11;19;2,01;42,11;5,263;0,11;0,42;0;0,11;0;0,32;0;0;1,48;57,14;12,15;26,09;4,65;0,74;0,32;7,82;1,16;0,95;14,68;85,61;1,37;76,92;6,44;95,08;2,01;68,42;14,15;88,81;0,11;0;11,05;0,8;0,09;1,48;0;0;0;0;0,42;1,06;90;0,42;0;0;0;0,63;0;0,95;55,56;0;;0;;0;0;0;0;;;0;;;0,21;0,21;100;0;0;0
Pegorari;Juventude;Juventude;GK;31;200000;2023-12-31;9;843;0;0;0;0;0,36;100;Brazil;Brazil;direito;192;85;sim;1,2;0;0;0,36;100;0;0;0;1,2;1,48;0;3;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;10,88;0,24;0,24;17,33;89,66;9,32;84,62;0,12;100;7,65;95,31;11,12;96,77;6,22;76,92;32,73;48,2;0;0;0;0;0;0;0;1,2;60;0;0;0,12;0;0;0;4,18;77,14;15;1,79;47;5,62;0;68,09;13,93;1,66;-1,07;-0,128;0;1,2;0,36;;;;0;0;0
Apodi;Goiás;Goiás;RW, RCMF, RAMF;35;350000;2022-12-31;14;842;1;1,56;1;0,3;18,28;40,94;Brazil;Brazil;direito;171;71;sim;6,31;6,09;56,14;4,28;25;1,18;1,35;0,21;1,71;1,96;1,82;2;0,21;0;0;1,39;0,11;1;0,11;0,17;1;0,11;12;1,28;33,33;8,333;0,11;1,07;30;0;0;1,07;30;0,32;1,92;27,78;4,92;39,13;2,24;1,18;1,39;7,59;0,75;1,6;11,12;76,92;2,78;73,08;3,42;93,75;2,35;63,64;9,3;87,36;0,75;14,29;14,11;8,71;0,03;0,21;0,11;0;0,11;100;0,11;0,64;50;1,18;45,45;0,21;50;0,53;0,32;1,71;56,25;0;;0;;0;0;0;0;;;0,11;;;0;0;0;0;0;0
Lucas Piazón;Botafogo;Botafogo;RAMF, RW, LW;28;3000000;2025-06-30;16;839;0;0,24;0;0,66;17,49;47,24;Brazil;Brazil, Italy;direito;182;76;sim;5,69;5,69;58,49;3,75;31,43;0,11;0,15;0;2,25;3,09;0,75;2;0,21;1;0,11;0,75;0;0;0;0,03;0;0;5;0,54;20;0;0;0,75;0;0,11;0;0,64;0;0,11;1,5;42,86;5,15;45,83;1,5;0,97;0,43;21,99;0,97;0,64;29,5;85,45;7,08;71,21;7,29;97,06;7,72;88,89;28,53;87,97;0,21;50;14,39;5,25;0,07;1,5;0;0;0,21;0;0,11;2,36;59,09;1,07;40;0,32;0;0,43;0,11;2,57;58,33;0;;0;;0;0;0;0;;;0,21;;;1,07;0;0;1,07;0;0
Everton Felipe;Sport Recife;Sport Recife;RWF, RW, AMF;25;600000;2022-12-31;13;836;0;1,01;1;1,96;23,68;43,64;Brazil;Brazil;direito;171;71;sim;6,46;7,21;49,25;1,4;23,08;0,75;0,97;0,11;2,15;2,76;1,18;1;0,11;0;0;5,38;0;0;0;0,11;0;0;11;1,18;36,36;0;0,11;3,34;38,71;0,11;0;3,23;40;0,65;5,92;49,09;11,95;44,14;0,32;1,08;0,86;32,19;1,18;2,15;41,45;80;9,9;76,09;7,86;93,15;17,55;79,75;33,48;86,5;4,74;63,64;19,95;28,62;0,21;1,72;0;0;1,18;63,64;0,65;6,57;85,25;4,63;41,86;1,4;38,46;0,75;1,18;7,54;84,29;0;;0;;0;0;0;0;;;0,11;;;1,18;0;0;2,58;1;0
Luo Guofu;América Mineiro;América Mineiro;CF;34;200000;2023-12-31;16;834;2;3,64;2;1,31;27,84;27,91;Brazil;Brazil, China PR;direito;176;80;sim;3,67;7,01;27,69;3,56;18,18;0;0;0;1,73;2,02;3,24;2;0,22;0;0;2,48;0,22;2;0,22;0,39;1;0,11;27;2,91;48,15;7,407;0,22;0,86;25;0,54;20;0,22;0;0,22;1,94;38,89;10,25;29,47;4,21;0,65;0,32;9,82;1,51;1,29;16,08;69,13;5,07;53,19;3,45;87,5;3,78;71,43;14,14;74,81;1,08;30;16,5;11,75;0,14;0,65;0;0,11;0,32;33,33;0,22;2,16;55;1,83;41,18;0,54;0;0,97;0,22;1,94;66,67;0;;0;;0;0;0;0;;;0,11;;;0,11;0,11;0;0;0;0
Guilherme Biro;Coritiba;Coritiba;LB;22;500000;2023-12-31;14;833;0;0,08;0;0,41;14,26;46,97;Brazil;Brazil;esquerdo;184;77;sim;6,7;6,27;46,55;2,59;45,83;0,43;0,51;0,11;3,35;3,94;1,4;3;0,32;0;0;1,19;0;0;0;0,01;0;0;4;0,43;0;0;0;2,05;42,11;2,05;42,11;0;0;0,43;0,76;42,86;3,03;35,71;0,54;0,86;0,11;23,45;1,84;0,32;31,98;79,73;11,78;65,14;4,97;93,48;10,8;89;27,01;86,8;2,92;40,74;21,12;23,35;0,04;0,43;0;0;0;0;0,11;3,46;71,88;1,94;50;0,11;0;0,11;0,86;6,91;64,06;0;;0;;0;0;0;0;;;0,11;;;0,22;0,11;0;0;0;0
Thonny Anderson;Coritiba;Coritiba;AMF, CF;24;1500000;2022-12-31;17;830;0;1,24;1;0,8;32,2;44,78;Brazil;Brazil;esquerdo;184;81;sim;8,13;9,11;54,76;4,88;48,89;0,98;1,28;0,11;2,17;2,84;2,06;3;0,33;2;0,22;3,69;0;0;0;0,13;0;0;16;1,73;6,25;0;0,11;1,52;50;1,52;50;0;0;0,33;4,99;50;14,64;39,26;1,84;1,63;0,87;24,72;1,19;1,95;35,24;76,31;11,6;59,81;7,59;97,14;9,33;76,74;31,77;77,82;2,17;75;16,43;23,83;0,09;1,08;0;0;0,98;33,33;0,22;4,99;69,57;2,93;62,96;1,19;45,45;1,41;0,65;5,2;75;0;;0;;0;0;0;0;;;0;;;0,76;0;0;1,3;0;0
J. Julio;Santos;Santos;LAMF, AMF, LW;24;1300000;2024-12-31;12;830;0;1,11;2;0,97;28,19;44,23;Ecuador;Ecuador;direito;168;60;sim;8,13;9,43;62,07;3,14;34,48;0;0;0,22;2,28;3,03;2,28;2;0,22;0;0;2,49;0;0;0;0,12;0;0;8;0,87;25;0;0,22;1,41;30,77;1,08;40;0,22;0;0,22;3,25;56,67;11,39;36,19;3,04;0,65;0,54;19,19;1,3;2,28;27,43;83;5,42;66;5,75;92,45;10,73;83,84;24,07;86,94;1,95;72,22;17,59;28,36;0,11;0,65;0;0;0,22;0;0,33;2,6;79,17;1,63;53,33;0,43;0;0,98;0,33;2,06;68,42;0;;0;;0;0;0;0;;;0;;;0,43;0;0;0,87;0;0
Daniel;Bahia;Bahia;RCMF, AMF, LCMF;26;1400000;2023-12-31;15;829;1;0,51;0;0,26;14,98;41,3;Brazil;Brazil;direito;173;65;sim;5,75;6,73;56,45;1,19;9,09;0,22;0,27;0,33;1,74;2,12;1,09;2;0,22;0;0;1,19;0,11;1;0,11;0,06;0;0;9;0,98;22,22;11,111;0;0,65;16,67;0,43;25;0,22;0;0;0,76;57,14;4,02;32,43;0,76;2,39;0,33;33,87;0,22;0,76;45,05;85,78;16,61;74,51;7,06;93,85;14,66;91,11;41,15;89,97;3,26;46,67;17,69;28,94;0,03;0,98;0,11;0;0,65;66,67;0,11;8,58;79,75;1,95;55,56;0,98;55,56;1,19;0;8,14;76;0;;0;;0;0;0;0;;;0,11;;;0;0;0;0,43;0;0
Wellington Paulista;América Mineiro;América Mineiro;CF;38;250000;2022-12-31;23;826;1;1,93;0;0,23;18,74;33,14;Brazil;Brazil, Spain;direito;180;80;sim;2,18;2,94;44,44;5,01;23,91;0,11;0,18;0,22;0,76;1,29;2,07;2;0,22;0;0;1,63;0,11;0;0;0,21;0;0;14;1,53;35,71;7,143;0;1,2;36,36;0,33;33,33;0,87;37,5;0,11;0,33;66,67;4,47;29,27;2,29;0,22;0;9,81;1,74;1,53;14,27;65,65;4,14;52,63;3,16;79,31;4,14;60,53;12,53;67,83;0,65;83,33;13,89;7,11;0,03;0,33;0;0;0,76;57,14;0;1,85;64,71;1,74;50;0,65;50;0,98;0,22;1,42;76,92;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;100
André;Cuiabá;Cuiabá;CF;32;500000;2022-12-31;17;821;3;2,77;0;0,08;24,99;36,4;Brazil;Brazil;direito;184;77;sim;3,95;4,38;47,5;5,48;24;0,11;0,13;0,11;1,75;2,14;1,75;2;0,22;0;0;2,41;0,33;2;0,22;0,3;0;0;14;1,53;28,57;21,429;0;0,22;50;0,11;0;0,11;100;0,11;2,96;59,26;9,65;45,45;2,85;0,44;0,22;10,19;1,32;2,19;17,21;77,07;2,74;64;3,84;85,71;5,48;82;16,66;76,97;0,33;100;14,9;3,77;0,01;0,22;0;0;0,22;50;0;0,77;85,71;0,33;0;0,11;0;0;0,11;1,64;73,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;100
M. Benítez;América Mineiro;América Mineiro;AMF, LCMF, LWF;28;1500000;2023-12-31;20;813;1;1,49;2;1,69;23,91;47,69;Argentina;Argentina;direito;175;75;sim;7,42;6,75;42,62;1,66;33,33;1,33;1,98;0,22;3,21;4,78;2,32;3;0,33;0;0;5,65;0,11;1;0,11;0,17;0;0;19;2,1;36,84;5,263;0,22;1,55;57,14;1,33;58,33;0,22;50;0,22;5,09;63,04;12,51;52,21;2,1;2,66;0,66;30,55;1,66;3,54;39,52;77,03;14,94;69,63;4,43;87,5;11,96;81,48;35,31;80,88;2,66;37,5;15,96;18,92;0,19;1,44;0;0;1,11;70;0,33;5,54;62;3,99;58,33;1,55;42,86;1,66;0,89;7,08;75;0;;0;;0;0;0;0;;;0;;;1,99;0,22;50;2,1;1;0
Robinho;Coritiba;Coritiba;AMF, RCMF;34;350000;2022-12-31;16;810;0;0,26;1;0,95;14,56;54,2;Brazil;Brazil;direito;170;72;sim;7,89;7,44;65,67;0,33;33,33;0,89;1,13;0;2,11;2,68;1,11;2;0,22;0;0;1,78;0;0;0;0,03;0;0;6;0,67;0;0;0,11;2,33;28,57;0,67;33,33;1,67;26,67;0,33;1;66,67;4,44;42,5;0,67;1,56;0,11;36,89;1,78;1,11;51,56;81,68;19,44;76,57;6,11;87,27;18,78;85,8;42,22;88,68;7;57,14;19,74;31,54;0,11;1,78;0,22;0,11;0,78;57,14;0,33;11,67;72,38;4,33;61,54;1,78;43,75;1,78;0,56;11;85,86;0;;0;;0;0;0;0;;;0,11;;;1,11;0,11;0;3,11;0;0
Bernardo;Coritiba;Coritiba;LDMF, LCMF, RDMF;20;500000;2025-12-31;15;808;0;0,01;0;0,36;18,38;52,12;Brazil;Brazil;direito;186;77;sim;10,69;8,8;64,56;1,56;42,86;0,78;0,91;0,11;4,23;4,94;1,78;1;0,11;0;0;0,56;0;0;0;0;0;0;3;0,33;0;0;0;0,22;50;0,11;100;0,11;0;0;0,67;66,67;5,35;45,83;0;1,34;0,56;21,39;0,22;1,34;32,3;92,07;10,02;87,78;4,9;97,73;11,36;95,1;30,97;94,24;1,11;40;17,19;16,67;0,04;0,33;0;0;0;0;0,11;5,68;90,2;0,67;83,33;0,33;33,33;0,33;0,11;4,34;84,62;0;;0;;0;0;0;0;;;0,22;;;0;0;0;0;0;0
Igor Rabello;Atlético Mineiro;Atlético Mineiro;RCB, LCB;27;3500000;2025-12-31;12;805;1;1,09;1;0,15;13,98;68,8;Brazil;Brazil;direito;190;90;sim;8,5;5,14;76,09;5,37;70,83;0,11;0,17;0,45;4,47;6,67;0,67;1;0,11;0;0;0,56;0,11;1;0,11;0,12;1;0,11;7;0,78;42,86;14,286;0,11;0;0;0;0;0;0;0;0,34;66,67;1,23;45,45;1,23;0,67;0,11;40,25;0,78;0,34;52,55;92,77;19,9;84,27;4,14;97,3;23,7;98,58;48,63;94,94;3,91;65,71;18,37;25,74;0,02;0,22;0;0;0;0;0,11;5,37;79,17;0,22;0;0,34;33,33;0,11;0;8,05;80,56;0;;0;;0;0;0;0;;;2,91;;;0;0;0;0;0;0
Hernanes;;Sport Recife;LCMF;37;0;;11;805;0;1,33;0;0,63;21,58;55,44;Brazil;Brazil;direito;180;76;sim;5,7;5,14;56,52;2,35;76,19;0,22;0,27;0,11;2,57;3,07;1,12;4;0,45;0;0;4,02;0;0;0;0,15;0;0;22;2,46;36,36;0;0;0,67;33,33;0,34;33,33;0,34;33,33;0;4,25;65,79;10,4;53,76;1,01;2,24;1,68;27,06;0,89;2,35;34,77;87,46;9,28;81,93;4,92;97,73;12,97;87,07;31,86;89,82;2,24;70;16,68;33,42;0,07;1,23;0;0;0,56;20;0,22;5,37;85,42;1,9;58,82;0,89;12,5;0,67;0,22;4,7;88,1;0;;0;;0;0;0;0;;;0,11;;;1,12;0,45;75;1,45;0;0
M. Isla;Universidad Católica;Universidad Católica;RB, RWB;34;500000;2024-12-31;11;799;1;0,1;2;0,96;15,77;55;Chile;Chile;direito;176;76;sim;9,8;8;63,38;2,7;54,17;1,13;1,6;0,23;3,6;5,13;1,24;1;0,11;0;0;1,24;0,11;1;0,11;0,01;0;0;2;0,23;50;50;0,23;2,25;25;0;0;2,25;25;0,45;0,79;57,14;2,59;39,13;1,46;0,34;0,23;32,1;2,59;0,56;41,11;84,11;11,83;82,86;6,2;96,36;15,99;81,69;35,93;89,97;2,93;57,69;17,68;26,63;0,11;1,13;0,11;0;0,11;100;0,56;3,94;82,86;2,59;56,52;0,11;0;1,24;0,56;9,24;76,83;0;;0;;0;0;0;0;;;0,45;;;0,11;0;0;0;0;0
Renato Kayzer;Daejeon Citizen;Daejeon Citizen;CF;26;3000000;2025-12-31;15;797;2;2,82;0;0,24;19,26;31,41;Brazil;Brazil;direito;178;68;sim;2,96;3,46;32,14;5,06;29,27;0;0;0;1,85;2,8;1,23;2;0,23;0;0;1,48;0,23;2;0,25;0,35;0;0;24;2,96;29,17;8,333;0;0,12;0;0;0;0,12;0;0;1,23;50;6,67;31,48;3,58;0,37;0,74;7,41;1,6;1,48;12,47;77,23;2,1;58,82;4,44;91,67;3,46;64,29;11,73;80;0,62;40;14,33;9,93;0,03;0,49;0;0;0;0;0,25;0,99;62,5;0,74;16,67;0,25;50;0,49;0;1,23;80;0;;0;;0;0;0;0;;;0;;;0,62;0,62;20;0;0;0
Luan Patrick;América Mineiro;América Mineiro;RCB, LCB;20;250000;2022-12-31;9;785;0;0,04;0;0,15;10,55;59,78;Brazil;Brazil;direito;190;80;sim;9,29;5,39;68,09;2,06;50;1,03;1,19;0,69;4,59;5,29;0,57;2;0,23;0;0;0,69;0;0;0;0;0;0;3;0,34;33,33;0;0;0,23;50;0,11;0;0,11;100;0;0,23;100;0,8;57,14;0;1,15;0,34;18;0;0,23;30,84;87,73;11,69;79,41;2,75;95,83;12,84;93,75;27,4;91,63;3,21;57,14;20,87;37,48;0,02;0,11;0;0;0,23;100;0;3,21;67,86;0,57;60;0,11;100;0,23;0,11;5,5;79,17;0;;0;;0;0;0;0;;;1,95;;;0,11;0,11;0;0;0;0
Éverton;Flamengo;Flamengo;LWF, LAMF, CF;26;14000000;2026-06-30;11;785;0;1,39;3;3,21;28,2;50,41;Brazil;Brazil;direito;174;72;sim;4,59;5,04;63,64;2,41;38,1;0,23;0,34;0;1,15;1,72;0,8;0;0;1;0,11;8,94;0;0;0;0,16;0;0;22;2,52;27,27;0;0,34;2,41;28,57;2,41;28,57;0;0;0,46;11,58;63,37;18,11;49,37;6,19;3,32;0,57;20,64;1,38;1,15;29,12;77,17;5,96;61,54;7,57;93,94;8,48;77,03;26,37;82,17;0,57;20;15,42;12,33;0,37;1,95;0;0,11;0,69;33,33;1,15;1,95;76,47;2,75;58,33;0,69;33,33;2,41;0,69;4,47;87,18;0;;0;;0;0;0;0;;;0,11;;;0,57;0,11;0;0,69;0;0
João Paulo;Chapecoense;Chapecoense;GK;21;400000;2024-12-31;8;782;0;0;0;0;0,81;71,43;Brazil;Brazil;esquerdo;186;86;sim;0,92;0,12;0;0,58;80;0;0;0;0,92;1,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;100;0;0;0;7,37;0,12;0,23;14,04;81,15;8,17;70,42;0;0;5,18;97,78;7,48;95,38;6,56;64,91;35,55;51,64;0;0;0;0;0;0;0;2,42;47,62;0,23;0;0,23;0;0;0;4,83;78,57;20;2,3;46;5,29;0;56,52;14,66;1,69;-5,34;-0,615;0;1,73;0,58;;;;0;0;0
Rafael Navarro;Palmeiras;Palmeiras;CF;22;4000000;2026-12-31;19;769;0;2,95;0;0,04;27,5;28,51;Brazil;Brazil;direito;185;80;sim;3,86;6,32;31,48;7,37;23,81;0,35;0,63;0,35;1,52;2,73;3,51;0;0;0;0;1,29;0;0;0;0,34;0;0;17;1,99;29,41;0;0;0,94;12,5;0,23;0;0,7;16,67;0,12;1,99;29,41;8,89;27,63;3,39;0,59;0,12;5,27;0,47;1,17;9,13;64,1;1,29;54,55;2,57;77,27;2,34;65;8,08;71,01;0,12;0;17,88;1,2;0;0,12;0;0;0,23;0;0,23;0,82;57,14;0,47;25;0,23;0;0,12;0,12;0,82;42,86;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Lucas Fasson;Lokomotiv Moskva;Lokomotiv Moskva;LCB, CB;21;2500000;2026-06-30;8;768;0;0,26;0;0;11,95;52,94;Brazil;Brazil, Italy;esquerdo;187;78;sim;8,32;5,51;48,94;3,87;51,52;0;0;0,23;5,63;6,4;1,05;1;0,12;0;0;0,7;0;0;0;0,03;0;0;4;0,47;25;0;0;0;0;0;0;0;0;0;0,47;75;1,52;53,85;0,47;1,29;0,23;33,63;0,35;0,23;49,8;87,76;20,39;81,61;2,93;96;22,85;91,79;43,95;93,6;5,86;44;21,82;40,77;0;0;0;0,12;0,23;100;0;7,73;63,64;1,05;44,44;0,12;100;0,35;0;8,79;74,67;0;;0;;0;0;0;0;;;1,52;;;0;0;0;0;0;0
Thiago Galhardo;Fortaleza;Fortaleza;CF;33;2000000;2022-12-31;10;761;1;1,56;1;0,75;27,79;43,83;Brazil;Brazil, Italy;direito;183;75;sim;7,57;6,03;58,82;6,03;33,33;0,47;0,57;0,12;3,55;4,31;1,18;4;0,47;0;0;4,85;0,12;1;0,12;0,18;1;0,12;18;2,13;33,33;5,556;0,12;1,42;41,67;0,47;50;0,95;37,5;0,35;5,09;65,12;11,71;46,46;2,84;1,42;0,59;12,89;1,54;1,66;19,51;63,64;6,15;50;3,43;93,1;5,68;70,83;17,15;66,9;0,95;37,5;16,51;17,48;0,09;0,83;0,24;0;0,95;25;0,35;2,96;56;2,25;47,37;0,83;28,57;0,83;0,59;3,78;75;0;;0;;0;0;0;0;;;0;;;0;0;0;0;0;0
Sávio;Goiás;Goiás;LB;27;225000;2025-06-30;8;758;0;0,05;1;1,15;13,18;52,25;Brazil;Brazil;esquerdo;173;69;sim;7,36;6,41;61,11;2,14;27,78;0;0;0,12;3,44;4,03;0,83;5;0,59;1;0,12;2,14;0;0;0;0,01;0;0;5;0,59;0;0;0,12;2,97;40;2,73;39,13;0,24;50;0,47;1,31;72,73;2,97;48;0,59;1,66;0,36;22,2;1,9;0,59;32,53;77,37;13,42;71,68;3,56;86,67;12,7;81,31;24,7;87,02;4,87;51,22;24,35;34,18;0,14;1,42;0;0,12;0;0;0,59;4,99;73,81;3,21;51,85;0,47;0;0,36;1,31;10,92;75;0;;0;;0;0;0;0;;;0,59;;;1,54;0,24;0;1,9;0;0
Roni;Corinthians;Corinthians;RCMF, AMF, DMF;23;2500000;2024-12-31;18;756;0;0,82;0;0,01;17,5;44,22;Brazil;Brazil;direito;174;68;sim;8,45;8,21;55,07;2,26;31,58;0,95;1,27;0,12;2,98;3,97;2,14;6;0,71;1;0,12;0,48;0;0;0;0,1;0;0;9;1,07;22,22;0;0;0,6;20;0,24;0;0,36;33,33;0,12;0,36;33,33;3,33;35,71;1,31;0,48;0,24;26,43;0,12;0,6;36,19;86,84;8,81;66,22;7,14;96,67;14,4;94,21;33,45;90,39;2,26;47,37;15,82;15,23;0;0,12;0,12;0;0;0;0;3,93;63,64;0,6;80;0,12;0;0,48;0,12;3,33;64,29;0;;0;;0;0;0;0;;;0,24;;;0;0;0;0;0;0
Heitor;Cercle Brugge;Cercle Brugge;RB;21;3000000;2024-12-31;15;748;0;0,18;1;0,96;13,36;57,66;Brazil;Brazil;direito;174;67;sim;10,59;8,18;58,82;1,32;81,82;1,2;1,72;0,12;4,57;6,55;1,2;5;0,6;0;0;1,2;0;0;0;0,02;0;0;4;0,48;25;0;0,12;2,53;28,57;0;0;2,53;28,57;0,24;1,08;33,33;2,89;50;0,6;1,08;0,48;27,91;1,93;0,72;36,7;86,56;11,67;79,38;6,02;98;12,27;85,29;31,52;92,75;2,65;68,18;17,23;27,05;0,12;0,96;0;0;0;0;0,6;4,09;85,29;2,29;42,11;0;0;0,24;0,72;6,62;78,18;0;;0;;0;0;0;0;;;0,36;;;0,6;0,12;100;0,96;0;0
